28.3,626,0,626
28.33,631,0,631
28.36,664,0,664
28.76,669,0,669
28.68,682,0,682
28.63,687,0,687
28.65,701,0,701
23.82,686,0,686
38.96,694,0,694
28.84,716,3,713
28.82,713,0,713
28.84,713,0,713
38.52,730,17,713
38.44,725,12,713
28.78,728,15,713
28.73,740,27,713
28.73,734,21,713
28.65,762,49,713
28.65,761,48,713
28.58,762,49,713
28.33,767,54,713
27.28,776,63,713
28.73,774,61,713
28.7,774,61,713
28.76,771,58,713
28.74,767,54,713
27.15,767,54,713
27.15,777,64,713
28.68,771,58,713
28.75,776,63,713
27.18,765,52,713
27.13,772,59,713
27.08,758,45,713
27.05,762,49,713
38.84,764,51,713
29.41,752,39,713
29.14,733,20,713
35.94,732,19,713
32.53,716,3,713
33.54,716,3,713
33.73,723,10,713
28.76,724,11,713
28.71,727,14,713
28.68,711,0,711
28.58,696,0,696
28.58,677,0,677
28.73,656,0,656
28.87,650,0,650
28.87,639,0,639
28.9,631,0,631
27.06,631,0,631
27.01,605,0,605
27.03,598,0,598
26.99,593,0,593
27.04,580,0,580
28.82,555,0,555
28.88,548,0,548
28.87,527,0,527
28.84,523,0,523
21.97,513,0,513
16.27,498,0,498
28.31,486,0,486
9.2,482,0,482
26.75,467,0,467
26.49,466,0,466
14.62,460,0,460
23.01,456,0,456
27.1,443,0,443
27.17,447,0,447
27.2,429,0,429
28.81,419,0,419
13.04,411,0,411
16.13,405,0,405
30.52,395,0,395
26.51,393,0,393
30.98,379,0,379
32.28,379,0,379
29.02,368,0,368
30.98,353,0,353
30.98,353,0,353
31.63,347,0,347
40.58,335,0,335
32.41,337,0,337
31.8,331,0,331
51.48,330,0,330
40.43,336,0,336
35.55,335,0,335
39.35,332,0,332
32.43,334,0,334
33.73,333,0,333
31.02,328,0,328
32.01,321,0,321
31.01,334,0,334
30.24,326,0,326
31.03,314,0,314
31.33,309,0,309
28.48,307,0,307
29.12,303,0,303
32.18,300,0,300
32.21,296,0,296
32.57,282,0,282
31.93,285,0,285
31.96,291,0,291
33.79,287,0,287
33.38,291,0,291
32.76,283,0,283
33.73,277,0,277
40.79,279,0,279
36.05,273,0,273
33.22,274,0,274
33.22,294,0,294
37.01,278,0,278
37.01,277,0,277
33.61,272,0,272
41.2,279,0,279
31.9,274,0,274
32.71,276,0,276
36.68,276,0,276
32.71,278,0,278
33.16,268,0,268
33.17,275,0,275
30.42,275,0,275
58.71,278,0,278
48.19,287,0,287
41.9,280,0,280
44.26,279,0,279
58.66,292,0,292
35.98,286,0,286
35.95,290,0,290
39.65,297,0,297
38.28,291,0,291
41.1,299,0,299
42.05,295,0,295
38.49,297,0,297
40.2,302,0,302
46.16,311,0,311
36.26,315,0,315
37.05,330,0,330
38.77,326,0,326
38.53,329,0,329
38.53,340,0,340
40.21,339,0,339
30.49,348,0,348
30.3,354,0,354
35.02,355,0,355
33.15,362,0,362
38.95,367,0,367
39.91,378,0,378
35.88,386,0,386
35.86,394,0,394
39,408,0,408
26.86,402,0,402
27.95,408,0,408
30.03,422,0,422
27.72,427,0,427
28.33,429,0,429
41.98,445,0,445
30.89,448,0,448
579.24,478,470,8
290.79,484,0,484
269.13,489,0,489
261.13,498,0,498
241.28,499,0,499
79.49,513,0,513
52.09,527,0,527
48.56,527,0,527
23.6,524,0,524
23.77,530,0,530
23.72,540,0,540
79.05,543,0,543
79.27,550,0,550
78.92,561,0,561
79.06,559,0,559
79.13,570,0,570
59.9,578,0,578
42.04,580,0,580
42.05,587,0,587
42.1,585,0,585
84.26,574,0,574
42.05,572,0,572
42.05,579,0,579
42.68,582,0,582
42.68,585,0,585
213.2,595,0,595
50.28,592,0,592
213.19,599,0,599
148.48,601,0,601
79.42,604,0,604
81.03,603,0,603
60.31,619,0,619
43.4,609,0,609
54.11,617,0,617
42.88,626,0,626
42.92,622,0,622
99.81,637,0,637
43.89,627,0,627
208.44,627,0,627
79.51,621,0,621
43.36,617,0,617
21.67,615,0,615
20.86,606,0,606
18.28,626,0,626
19.36,620,0,620
20.81,627,0,627
20.74,632,0,632
22.14,628,0,628
21.9,641,0,641
35.35,642,0,642
22.77,639,0,639
35.03,645,0,645
168.88,651,0,651
287.05,640,0,640
273.77,666,0,666
275.53,665,0,665
79.65,658,0,658
79.65,651,0,651
44.65,662,0,662
61.58,667,0,667
62.66,661,0,661
35.56,667,0,667
39.22,669,0,669
45.54,688,0,688
79.3,685,0,685
79.3,674,0,674
46.55,673,0,673
42.07,669,0,669
41.35,670,0,670
61.15,678,0,678
21.89,676,0,676
19.52,682,0,682
21.12,699,0,699
18.07,703,0,703
18.1,699,0,699
20.65,696,0,696
21.14,689,0,689
21.68,699,0,699
21.67,707,0,707
22.27,704,0,704
24.01,714,1,713
34.68,715,2,713
24.28,714,1,713
22.57,718,5,713
43.27,734,21,713
38.54,726,13,713
48.16,724,11,713
28.43,731,18,713
179.81,726,13,713
41.98,727,14,713
39.13,740,27,713
41.97,733,20,713
46.41,716,3,713
25,711,0,711
23.88,715,2,713
22.53,719,6,713
19.87,743,30,713
30.77,744,31,713
30.93,743,30,713
27.22,739,26,713
96.09,738,25,713
41.22,731,18,713
41.22,722,9,713
28.49,719,6,713
27.09,717,4,713
26.97,707,0,707
40.78,706,0,706
30.71,707,0,707
27.19,713,0,713
38.93,720,7,713
38.75,713,0,713
31.89,714,1,713
39.5,739,26,713
31.12,734,21,713
27.09,743,30,713
26.98,749,36,713
26.89,745,32,713
26.57,745,32,713
25.95,743,30,713
21.67,744,31,713
23.89,752,39,713
27.27,768,55,713
27.22,750,37,713
26.93,754,41,713
26.72,764,51,713
26.33,764,51,713
25.99,761,48,713
25.89,781,68,713
24.86,783,70,713
23.87,774,61,713
